name,distance,density,population,jewish,salary,bagrut,seindex,periphery,pop,type,u,d,l,p
תל אביב -יפו,0.0,8894.1,460613,89.93037539105497,12273.2970716611,74.38891906572515,1.1130585632240448,4.228,505642.2391433716,mobile,18819.29288697794,67454.31293879343,25.063471504438965,500788.50046157837
כפר קאסם,11.3,2559.3,23823,,6425.510896303225,70.65637065637065,-0.7931535356326685,1.427,34578.92008781433,fixed,10528.041424788787,56326.480037244124,20.411946318046592,32174.131125450134
כפר קאסם,11.3,2559.3,23823,,6425.510896303225,70.65637065637065,-0.7931535356326685,1.427,34578.92008781433,mobile,8854.180339082312,29855.861315961516,33.86860341589085,28424.495601654053
פתח תקווה,4.2,6960.9,247956,91.58479730274726,10757.545419843187,74.83595800524935,0.6482917408050098,3.072,170909.15119171143,fixed,40779.14780394091,166185.63841278048,10.77599243910964,160158.09513282776
פתח תקווה,4.2,6960.9,247956,91.58479730274726,10757.545419843187,74.83595800524935,0.6482917408050098,3.072,170909.15119171143,mobile,15245.144311116648,51259.865731683334,25.352925027868483,165636.54310512543
ראש העין,11.5,3897.5,61801,97.67803109982039,11213.701126901182,75.25035765379113,0.7004707124070141,1.683,57066.01501226425,fixed,19937.972324260252,136890.014568129,12.003152499163187,54673.596312999725
ראש העין,11.5,3897.5,61801,97.67803109982039,11213.701126901182,75.25035765379113,0.7004707124070141,1.683,57066.01501226425,mobile,11566.453745892375,51795.88204041952,36.24822792487253,53955.092232227325
בני ברק,0.0,27847.9,204639,99.305606458202,6223.985380833996,6.216301934665398,-1.3919555302199493,4.0,78146.15857505798,fixed,21464.237456800103,97957.74750524205,15.523492688868835,74041.51197052002
בני ברק,0.0,27847.9,204639,99.305606458202,6223.985380833996,6.216301934665398,-1.3919555302199493,4.0,78146.15857505798,mobile,15512.871163225042,48606.617183975235,28.739669759069972,78040.44877433777
רמת גן,0.0,9971.7,163480,93.23770491803279,11569.685158726144,83.89647735442128,1.0446056828651662,4.081,158360.51797103882,fixed,35130.59449306405,163197.0575807467,9.869987155608005,154686.00073051453
רמת גן,0.0,9971.7,163480,93.23770491803279,11569.685158726144,83.89647735442128,1.0446056828651662,4.081,158360.51797103882,mobile,16224.962725948166,59089.44168641434,25.6416609320951,158360.51797103882
גבעת שמואל,0.6,10330.9,26578,98.51380841297313,13281.635880159336,90.75630252100841,1.1290658120946426,3.876,19718.996728897095,fixed,41807.16632637534,182315.8961709352,7.808860449183819,19718.996728897095
גבעת שמואל,0.6,10330.9,26578,98.51380841297313,13281.635880159336,90.75630252100841,1.1290658120946426,3.876,19718.996728897095,mobile,14884.073416929315,44380.739812705455,29.07571482757298,19718.996728897095
גבעתיים,0.0,18703.6,60644,96.60642437833916,13304.262238581228,92.78557114228457,1.4531888368451982,4.708,40352.200355529785,fixed,40086.56078551843,186183.98201156408,9.703858753306687,40352.200355529785
גבעתיים,0.0,18703.6,60644,96.60642437833916,13304.262238581228,92.78557114228457,1.4531888368451982,4.708,40352.200355529785,mobile,17248.51326012919,62002.65880964145,24.770639629846652,40352.200355529785
קריית אונו,0.0,8941.1,40409,97.33970155163453,14825.461745875848,89.46135831381733,1.5399519212952797,3.16,38183.15548324585,fixed,40849.58530208917,178367.9616123409,10.920144950051267,38183.15548324585
קריית אונו,0.0,8941.1,40409,97.33970155163453,14825.461745875848,89.46135831381733,1.5399519212952797,3.16,38183.15548324585,mobile,9694.992249273,29301.041937436275,28.025315640733762,38183.15548324585
גני תקווה,1.9,9665.5,20398,98.4753407196784,14719.958288884147,83.60655737704919,1.4108186661136528,2.882,11323.483602523804,fixed,34603.653125941135,176561.4660969135,13.294493751790801,11323.483602523804
גני תקווה,1.9,9665.5,20398,98.4753407196784,14719.958288884147,83.60655737704919,1.4108186661136528,2.882,11323.483602523804,mobile,15280.282198541368,34998.40921320311,22.83943726717946,11157.77420425415
חבל מודיעין,,,23764,98.85961959266116,12203.015774727279,82.82548476454294,0.8659381017094484,1.443,94932.09445130825,fixed,18426.888772212296,104319.6424602384,16.08828799182053,56117.240025520325
חבל מודיעין,,,23764,98.85961959266116,12203.015774727279,82.82548476454294,0.8659381017094484,1.443,94932.09445130825,mobile,15194.512895179514,43015.732398190776,28.055092750772378,60177.30851793289
אלעד,11.4,13982,48763,99.97744191292578,6705.589068126881,28.612167300380225,-1.3800467006766772,1.511,12715.764636993408,fixed,3979.7419194358295,54034.924047469,26.369157941594793,12291.061925888062
אלעד,11.4,13982,48763,99.97744191292578,6705.589068126881,28.612167300380225,-1.3800467006766772,1.511,12715.764636993408,mobile,11643.228075692612,52346.224287791134,35.999166332053626,12582.462188720703
סביון,1.5,,4036,98.38949454905847,17941.354501338687,94.04761904761905,2.320491344049602,2.605,13507.918663024902,fixed,12961.734364089018,106865.01904930308,12.066860905612073,13396.340700149536
סביון,1.5,,4036,98.38949454905847,17941.354501338687,94.04761904761905,2.320491344049602,2.605,13507.918663024902,mobile,7939.1495352659285,43712.44231652771,54.18195560635678,13255.85979270935
יהוד,2.0,5203.6,29928,98.0787222667736,11702.482981220657,85.45918367346938,1.01122930356644,2.274,31174.619395256042,fixed,36894.01563019513,175586.05995032465,9.445306290733154,28469.610849380493
יהוד,2.0,5203.6,29928,98.0787222667736,11702.482981220657,85.45918367346938,1.01122930356644,2.274,31174.619395256042,mobile,15158.792789571771,42881.866949684896,23.811381895576012,30350.980465888977
אור יהודה,0.0,5524.4,36813,97.59324151794203,8543.171004876942,72.31404958677686,0.11967748705139193,2.482,43426.99787044525,fixed,20703.560206202896,137180.21813527832,11.313300801355703,40771.4282579422
אור יהודה,0.0,5524.4,36813,97.59324151794203,8543.171004876942,72.31404958677686,0.11967748705139193,2.482,43426.99787044525,mobile,17852.090161558506,65944.90745887147,26.75788903136536,42577.024065971375
חולון,0.0,10301.8,196282,91.69969737418612,9631.721185160879,76.6743648960739,0.48236522159215545,3.127,181365.9713191986,fixed,37892.35356997265,165301.8950116888,8.953661592001687,175933.42583465576
חולון,0.0,10301.8,196282,91.69969737418612,9631.721185160879,76.6743648960739,0.48236522159215545,3.127,181365.9713191986,mobile,14440.199819247035,51315.52976657035,25.565365871064948,179767.5008277893
אזור,0.0,5841.3,12957,93.79485992127807,9806.457346420073,76.66666666666667,0.592796212706079,2.899,23449.784690856934,fixed,26306.46265832701,172070.84181916623,9.905830389854172,22993.37529373169
אזור,0.0,5841.3,12957,93.79485992127807,9806.457346420073,76.66666666666667,0.592796212706079,2.899,23449.784690856934,mobile,15808.11753564179,65250.581854371354,25.036735305040125,23449.784690856934
בת ים,0.0,15765.8,129013,78.50216644834242,7732.186787927496,74.0340030911901,-0.02444173053421453,2.777,77924.11627960205,fixed,34945.34977390163,188373.10378709456,10.644643400770807,76726.42445755005
בת ים,0.0,15765.8,129013,78.50216644834242,7732.186787927496,74.0340030911901,-0.02444173053421453,2.777,77924.11627960205,mobile,15333.849351047138,56619.72487513358,25.340014438188692,77372.553150177
שדות דן,,,15693,99.52207990823935,10008.350687541419,56.62650602409639,0.2549037934802032,2.0638341426097857,62472.2133231163,fixed,11875.20717500969,108723.0934643693,15.302527956899329,41186.00083065033
שדות דן,,,15693,99.52207990823935,10008.350687541419,56.62650602409639,0.2549037934802032,2.0638341426097857,62472.2133231163,mobile,16124.557425376415,52564.30181582528,24.68483488399954,48113.667414188385
שוהם,12.3,2930.2,21045,99.17320028510335,15412.67699627577,91.90871369294605,1.6714741439745384,1.313,19663.821630477905,fixed,48841.79137939505,174216.3965586645,8.847025910034267,17303.18906021118
שוהם,12.3,2930.2,21045,99.17320028510335,15412.67699627577,91.90871369294605,1.6714741439745384,1.313,19663.821630477905,mobile,12595.33278924739,44830.18368590708,25.356248282240244,18478.122592926025
ראשון לציון,3.5,4292.7,254384,90.9754544310963,10700.189963010655,81.73043778007583,0.8025299096271193,2.846,245911.1980791092,fixed,35153.406417074024,150111.71328959984,10.755337226912433,211636.08236408234
ראשון לציון,3.5,4292.7,254384,90.9754544310963,10700.189963010655,81.73043778007583,0.8025299096271193,2.846,245911.1980791092,mobile,16518.62750305791,56086.58184414316,25.623309380417407,228325.82030630112
לוד,12.5,6375.4,77223,61.38067674138534,7734.762526457663,57.065217391304344,-0.5224271662507819,1.779,59453.58706188202,fixed,25773.724968368784,130513.63818927259,14.711079907031463,56822.177433013916
לוד,12.5,6375.4,77223,61.38067674138534,7734.762526457663,57.065217391304344,-0.5224271662507819,1.779,59453.58706188202,mobile,12699.842195420644,42826.45837740785,24.00699764322002,58897.91110229492
באר יעקב,9.5,2934.5,27768,96.19706136560069,12017.028707559257,71.27272727272728,0.7616738365673803,1.952,33014.13469982147,fixed,38642.04680310602,166783.15381077715,12.473651077319381,27331.84007167816
באר יעקב,9.5,2934.5,27768,96.19706136560069,12017.028707559257,71.27272727272728,0.7616738365673803,1.952,33014.13469982147,mobile,9276.192593509371,26064.69764301939,30.278743621231175,31267.714126586914
גן רווה,,,6517,97.75970538591376,13900.15272441495,90.42553191489363,1.3243141955364692,1.565,24827.214460611343,fixed,10373.009352220664,117026.06554032404,15.384393859511087,17178.514218330383
גן רווה,,,6517,97.75970538591376,13900.15272441495,90.42553191489363,1.3243141955364692,1.565,24827.214460611343,mobile,14330.738783309662,57058.85636226445,22.23486558793745,16506.185428619385
נס ציונה,8.6,3212.4,50351,97.96627673730413,13816.149187592318,87.74583963691377,1.3169587968666394,2.231,54044.208243370056,fixed,33994.72033936936,156198.77135302682,10.230847140837,50239.78632354736
נס ציונה,8.6,3212.4,50351,97.96627673730413,13816.149187592318,87.74583963691377,1.3169587968666394,2.231,54044.208243370056,mobile,14972.183923608161,39983.96718227516,24.652194774832513,50374.248010635376
רמלה,11.0,6358.4,76246,70.99782283660782,7825.542700331323,64.84848484848484,-0.2974315679984655,1.972,73777.21238708496,fixed,27882.115449728357,146615.7046670856,10.260696185197654,65955.69056034088
רמלה,11.0,6358.4,76246,70.99782283660782,7825.542700331323,64.84848484848484,-0.2974315679984655,1.972,73777.21238708496,mobile,14467.962418362089,38763.35239465208,24.741382071500205,70742.91564846039
גזר,,,27167,98.81473846946663,13058.356300310832,85.96938775510205,1.0734120054094953,1.125,90468.14407396317,fixed,17777.947401968195,109670.72045045924,14.533574660944554,51047.19836449623
גזר,,,27167,98.81473846946663,13058.356300310832,85.96938775510205,1.0734120054094953,1.125,90468.14407396317,mobile,14879.376120244266,57779.786803291914,25.278183999978758,52838.79248213768
מודיעין-מכבים-רעות,24.8,1930.2,93277,97.86013701126751,14733.908492942004,90.9192200557103,1.391256363868194,1.134,71474.09693717957,fixed,37709.259260706545,163212.77822535747,10.451620371430254,62547.23734283447
מודיעין-מכבים-רעות,24.8,1930.2,93277,97.86013701126751,14733.908492942004,90.9192200557103,1.391256363868194,1.134,71474.09693717957,mobile,12166.813098284787,52432.23278139935,32.003607846111784,65842.83587408066
רחובות,13.0,6057,143904,94.23087613964866,11061.870011546776,77.01223438506118,0.6559468565456084,1.885,113108.87643194199,fixed,37624.00421513262,156060.7591295794,9.229878895115098,107496.02994918823
רחובות,13.0,6057,143904,94.23087613964866,11061.870011546776,77.01223438506118,0.6559468565456084,1.885,113108.87643194199,mobile,13607.354797345093,43242.14882966931,24.79108296772302,111091.99168920517
יבנה,14.7,2907.5,47585,97.20079857097825,10515.485445096961,79.76653696498055,0.524052046454579,1.258,58660.34626078606,fixed,37234.536487605386,153456.62023615587,13.507960323490792,49621.35702562332
יבנה,14.7,2907.5,47585,97.20079857097825,10515.485445096961,79.76653696498055,0.524052046454579,1.258,58660.34626078606,mobile,15277.895477566197,53895.22629268585,22.92435452368389,55096.071936130524
ברנר,,,8086,98.29334652485778,13695.50463472834,76.76767676767676,1.284982229510004,1.212,33467.80742096901,fixed,21955.52751772556,122860.44219125634,16.815559501929158,15814.231794834137
ברנר,,,8086,98.29334652485778,13695.50463472834,76.76767676767676,1.284982229510004,1.212,33467.80742096901,mobile,10586.647583211858,30064.27402271631,25.05107991662028,17606.64977312088
חבל יבנה,,,7025,99.1459074733096,10870.460252302762,84.31372549019608,-0.041099724475921764,0.927,38220.97628080845,fixed,12429.169305270014,103379.52725338348,13.949911877288002,12151.414484262466
חבל יבנה,,,7025,99.1459074733096,10870.460252302762,84.31372549019608,-0.041099724475921764,0.927,38220.97628080845,mobile,14522.572006477214,46058.31198854196,25.22618777246182,23106.756026268005
קריית עקרון,16.2,4716.2,11001,96.18216525770384,8518.994366778741,72.46376811594203,0.137844417674351,1.428,14010.581033706665,fixed,7389.964724810875,103598.00102198443,15.460520346408087,13132.648174285889
קריית עקרון,16.2,4716.2,11001,96.18216525770384,8518.994366778741,72.46376811594203,0.137844417674351,1.428,14010.581033706665,mobile,13556.469554901852,41665.524438257686,24.93508471984546,11862.918746948242
אשדוד,28.3,4864,225939,89.4630851690058,8808.093547727845,56.99017908723282,-0.13140517687209405,1.255,174143.86523747444,fixed,31757.727770220543,138464.78737261816,10.337264140011555,135276.34320306778
אשדוד,28.3,4864,225939,89.4630851690058,8808.093547727845,56.99017908723282,-0.13140517687209405,1.255,174143.86523747444,mobile,13062.671025737827,40586.53740471131,26.768614262160156,160849.5794494152
מזכרת בתיה,19.7,1998.4,14837,98.4430814854755,14271.368764661622,83.89261744966443,1.2634942167058087,1.039,16322.996699094772,fixed,14747.460774224266,115124.9156315111,15.176200662478376,14297.1674015522
מזכרת בתיה,19.7,1998.4,14837,98.4430814854755,14271.368764661622,83.89261744966443,1.2634942167058087,1.039,16322.996699094772,mobile,10651.542198052095,41557.040980007405,26.886554798314062,13211.167653083801
מטה יהודה,,,60681,88.85483100146669,11233.350750596392,75.03168567807352,0.734000075643023,0.409,259704.86718428135,fixed,17352.03763685474,94014.82014498734,16.44409370824312,185692.86308717728
מטה יהודה,,,60681,88.85483100146669,11233.350750596392,75.03168567807352,0.734000075643023,0.409,259704.86718428135,mobile,14210.681534049289,38604.2563757438,27.602317767618544,171614.1804265976
גדרות,,,5224,98.8323124042879,14814.734501248715,81.25,1.705092641511911,0.812,19817.799107789993,fixed,5926.863880121165,100502.35933146227,16.871783549889074,13235.053419351578
גדרה,23.3,2476.4,28313,97.46406244481334,12021.249803283137,87.70301624129931,0.7529954589350436,0.928,28011.24401330948,fixed,13857.160488127216,134163.42125171574,12.792457751879256,22933.030619621277
גדרה,23.3,2476.4,28313,97.46406244481334,12021.249803283137,87.70301624129931,0.7529954589350436,0.928,28011.24401330948,mobile,11269.32956733607,32301.59027518231,28.365973663028967,23771.64109325409
נחל שורק,,,9779,99.85683607730851,10047.429273567286,71.42857142857143,-0.08284344247164446,0.657,33767.050236701965,fixed,104251.02546291109,97879.25327976514,8.850566108026102,11197.871836662292
נחל שורק,,,9779,99.85683607730851,10047.429273567286,71.42857142857143,-0.08284344247164446,0.657,33767.050236701965,mobile,12770.998523044838,28646.600058575503,29.384353547706382,18149.54561662674
באר טוביה,,,23744,98.445923180593,11685.718933333334,77.31092436974791,0.8584190507046495,0.559,129448.29709780216,fixed,9829.237199732494,106645.48263845482,15.132066101263284,69556.33453023434
באר טוביה,,,23744,98.445923180593,11685.718933333334,77.31092436974791,0.8584190507046495,0.559,129448.29709780216,mobile,12016.367854918102,38313.41566175459,28.529385078092655,63733.28644359112
אבו גוש,41.0,4076.3,7698,,7271.277452159103,59.29203539823009,-0.7825133463995217,0.739,20765.101013183594,fixed,3799.460104747904,36902.24049533017,15.620821158782242,19825.728355407715
אבו גוש,41.0,4076.3,7698,,7271.277452159103,59.29203539823009,-0.7825133463995217,0.739,20765.101013183594,mobile,13665.861122778299,23460.570720237905,27.910970260024428,19536.181926727295
מבשרת ציון,44.5,3819.6,24052,96.44104440379178,12332.567632748931,80.73089700996677,1.0579791478655884,0.927,48143.5811920166,fixed,14481.109618015069,134984.48990121818,16.04320831352876,46874.6822013855
מבשרת ציון,44.5,3819.6,24052,96.44104440379178,12332.567632748931,80.73089700996677,1.0579791478655884,0.927,48143.5811920166,mobile,10760.25789195772,29903.220704158,29.51147407137352,44573.82061767578
ירושלים,53.1,7428.2,936425,60.14598072456417,7635.669511406669,38.31685555823487,-1.040957140517578,3.453,678807.5360665321,fixed,24617.015844753674,121355.70499219459,15.573043464390937,651452.9299736023
ירושלים,53.1,7428.2,936425,60.14598072456417,7635.669511406669,38.31685555823487,-1.040957140517578,3.453,678807.5360665321,mobile,15398.632348803185,50638.88764056038,32.40797293479157,665318.0422224998
גן יבנה,30.5,2085.5,23869,96.43470610415183,11794.689923949038,84.5360824742268,0.7606532149146541,0.667,27983.02902841568,fixed,8552.158308020858,95189.83770888892,15.343177382026717,24897.33228778839
גן יבנה,30.5,2085.5,23869,96.43470610415183,11794.689923949038,84.5360824742268,0.7606532149146541,0.667,27983.02902841568,mobile,7756.622953245973,31693.61073450632,32.57378356943448,21544.716195106506
יואב,,,9040,95.42035398230088,13390.067976341361,83.5820895522388,1.0629979635833327,0.213,31299.000156879425,fixed,36480.52751870076,85793.27913139321,11.615165673203549,11374.476464509964
בית שמש,41.9,3263.4,124957,98.32742463407412,7163.274030573179,35.68702290076336,-1.3376783387167979,0.621,159185.4897608757,fixed,18601.151108669826,108298.69049307553,14.936411531121475,143417.83901405334
בית שמש,41.9,3263.4,124957,98.32742463407412,7163.274030573179,35.68702290076336,-1.3376783387167979,0.621,159185.4897608757,mobile,11550.215611639802,30751.12160243098,28.54932045324482,152279.74010849
חוף אשקלון,,,17957,97.4104805925266,11189.106292823657,79.16666666666666,0.640490590127331,0.147,38471.802570164204,fixed,12186.224306836191,94764.78409503534,19.66141880870109,15935.476127147675
חוף אשקלון,,,17957,97.4104805925266,11189.106292823657,79.16666666666666,0.640490590127331,0.147,38471.802570164204,mobile,14567.011020176315,57067.261632767186,30.121984141402308,17077.421352505684
קריית מלאכי,34.9,5183.2,23819,98.02258701036988,6986.752659266967,65.20376175548589,-0.5529963150276075,0.519,17772.401292800903,fixed,15708.896483050641,169310.13050191404,11.371379650760224,15945.877304077148
קריית מלאכי,34.9,5183.2,23819,98.02258701036988,6986.752659266967,65.20376175548589,-0.5529963150276075,0.519,17772.401292800903,mobile,12336.497403858068,37913.420685863464,27.990049333957316,17428.558000564575
שפיר,,,11204,99.66083541592289,9593.713453608247,76.70454545454545,-0.10571390982226384,0.14670171968597145,38401.355487942696,fixed,12960.204118973706,71709.27932801555,15.907547824799922,11979.614027738571
שפיר,,,11204,99.66083541592289,9593.713453608247,76.70454545454545,-0.10571390982226384,0.14670171968597145,38401.355487942696,mobile,9890.629140133304,37115.09109253685,63.22627239593313,12822.273530721664
אשקלון,43.8,3176.1,144073,86.39786774760017,8557.932587692263,72.03682393555812,-0.014441984831174887,0.54,126114.29376506805,fixed,34484.34211249389,167179.82435220917,15.628918973863387,109767.52764320374
אשקלון,43.8,3176.1,144073,86.39786774760017,8557.932587692263,72.03682393555812,-0.014441984831174887,0.54,126114.29376506805,mobile,13003.58168824459,40621.83579926931,29.50131150190036,115845.78978919983
לכיש,,,12720,98.83647798742139,10598.965788361706,72.72727272727273,0.5595882313231355,-0.126,19963.445956349373,fixed,6193.929257617517,132445.34490456642,19.609185158865486,11135.04831290245
קריית גת,49.5,3605.8,57105,93.63453287803169,7597.5653718899675,63.7956204379562,-0.36276276771191057,0.18,52008.25739359856,fixed,29914.96744741266,136533.72924917855,13.794384708946298,43514.38034248352
קריית גת,49.5,3605.8,57105,93.63453287803169,7597.5653718899675,63.7956204379562,-0.36276276771191057,0.18,52008.25739359856,mobile,12816.216637600906,37017.465448425624,33.60474442831185,50932.656502723694
שער הנגב,,,8401,92.4294726818236,11164.646246547829,62.35294117647059,0.9272687269810268,-0.26766449769547734,19528.73583972454,mobile,13762.440057460386,47267.67707925217,27.00707918967725,12676.18756055832
שדרות,60.7,4378.2,27635,93.5516555093179,8180.024592378536,78.44311377245509,-0.15216207164959672,-0.163,22728.48867702484,fixed,22666.73694231479,128887.29615556439,14.05727155857832,20664.017426490784
שדרות,60.7,4378.2,27635,93.5516555093179,8180.024592378536,78.44311377245509,-0.15216207164959672,-0.163,22728.48867702484,mobile,10047.440764318058,38541.05894075646,26.486714755963465,22643.10475254059
שדות נגב,,,10778,99.7773241788829,9664.729206349206,72.3404255319149,0.17089540510079423,-0.38974985599077866,26338.70531708002,fixed,14308.639927551341,157216.79558519542,17.683428476474553,13215.692357301712
שדות נגב,,,10778,99.7773241788829,9664.729206349206,72.3404255319149,0.17089540510079423,-0.38974985599077866,26338.70531708002,mobile,17252.71483579549,84811.38107572665,29.71439051986591,13818.165630102158
בני שמעון,,,10860,98.21362799263352,12725.706440986824,76.87074829931973,0.8445691293621733,-0.428,39743.56602144241,fixed,35103.3968428036,66562.60480539445,13.165423802163874,10758.916003584862
בני שמעון,,,10860,98.21362799263352,12725.706440986824,76.87074829931973,0.8445691293621733,-0.428,39743.56602144241,mobile,15636.536267275065,62837.59995931461,24.60743373779374,16204.27638578415
אשכול,,,14467,95.36185802170456,9580.983328269785,80.43478260869566,0.36286262143768483,-0.852,30191.976740419865,fixed,34491.587085418454,106797.43349774479,15.496348218261526,13039.968590021133
נתיבות,72.7,2454.7,37542,96.57716690639816,7179.858646883282,62.585034013605444,-0.7157593726800388,-0.316,26447.943197965622,fixed,15869.152561436453,130659.51889319421,14.321584465658553,24855.640505313873
נתיבות,72.7,2454.7,37542,96.57716690639816,7179.858646883282,62.585034013605444,-0.7157593726800388,-0.316,26447.943197965622,mobile,8687.485565782748,34552.325247737695,31.728887438406833,25380.187870502472
רהט,74.9,2203.9,71437,,5719.184035155496,57.43415463041631,-1.9161508564362022,-0.162,41609.94162631035,fixed,5704.97596116441,38922.74244999592,20.72076324483973,35171.33887052536
רהט,74.9,2203.9,71437,,5719.184035155496,57.43415463041631,-1.9161508564362022,-0.162,41609.94162631035,mobile,9803.00940582061,18426.350083122394,32.95913790576266,17193.34997200966
מיתר,92.4,242.6,9418,96.72966659588023,15718.294066820277,88.23529411764706,1.5760602201928258,-0.587,12326.400715470314,fixed,5281.009529478725,84157.99408141294,19.248441949030695,11858.203818798065
מיתר,92.4,242.6,9418,96.72966659588023,15718.294066820277,88.23529411764706,1.5760602201928258,-0.587,12326.400715470314,mobile,8331.73424902906,28481.670324483803,36.24075480003691,11353.750588417053
אופקים,86.8,2954.1,30662,92.83151783967125,7547.109101933091,50.24271844660194,-0.7032211210064716,-0.492,19548.227117538452,fixed,13492.499936362265,117086.32619488545,16.511429098526673,17501.512999534607
אופקים,86.8,2954.1,30662,92.83151783967125,7547.109101933091,50.24271844660194,-0.7032211210064716,-0.492,19548.227117538452,mobile,17268.461160449046,48283.80475242947,25.821593215123887,17666.976671218872
באר שבע,90.0,1786.1,209687,86.46411079370681,9136.266449433377,76.11754966887418,0.03929799733055273,0.194,176057.6821885109,fixed,34285.561706815155,155237.1341590267,12.290397663986699,152418.69847536087
באר שבע,90.0,1786.1,209687,86.46411079370681,9136.266449433377,76.11754966887418,0.03929799733055273,0.194,176057.6821885109,mobile,14729.716900836058,51571.8048431533,27.898397680383464,166220.94494390488
עומר,92.3,413.3,7530,96.16201859229747,16814.8800944334,86.88524590163934,1.900232860696077,-0.375,14336.32375741005,fixed,45007.12311066318,211351.5898230664,10.462558418204026,13771.401015758514
עומר,92.3,413.3,7530,96.16201859229747,16814.8800944334,86.88524590163934,1.900232860696077,-0.375,14336.32375741005,mobile,11679.329078135333,46656.03561078034,29.46791913606644,13451.975364208221
ערד,123.2,212.1,26756,81.04350426072656,7845.56309503449,51.47540983606558,-0.47439590209715227,-0.965,16637.61131259799,fixed,27604.713761379997,134001.23571121856,16.508614763190305,15117.28121227026
ערד,123.2,212.1,26756,81.04350426072656,7845.56309503449,51.47540983606558,-0.47439590209715227,-0.965,16637.61131259799,mobile,13950.090304302543,34497.206361379656,28.024155279834076,15389.429795324802
דימונה,127.8,156.5,34500,89.86376811594202,9478.511028665302,69.32849364791288,-0.2737452049547195,-0.971,20131.109480381012,fixed,11742.857639107626,105249.7735655134,16.449107439705674,18209.575185775757
דימונה,127.8,156.5,34500,89.86376811594202,9478.511028665302,69.32849364791288,-0.2737452049547195,-0.971,20131.109480381012,mobile,13984.710771007092,37217.887862159674,27.922660049472963,17226.501838684082
אילת,321.4,530.5,52299,79.83135432799862,8521.735118126482,66.28242074927954,0.24736963508393703,-2.483,28073.90142032504,fixed,20528.895238458448,122843.78329336076,15.172520696555077,26312.346833229065
אילת,321.4,530.5,52299,79.83135432799862,8521.735118126482,66.28242074927954,0.24736963508393703,-2.483,28073.90142032504,mobile,17304.930773272492,48183.26058009027,25.669225749453293,25117.610511302948
